Compétition,Nom équipe,Numéro de club,MailClub,Nom de club,Localité club,AdressePostale,Latitude,Longitude,Complément (club),Voie-rue (club),Lieu-dit (club),Code postal (club),Bureau distributeur (club),Libellé catégorie,Sous catégorie
Departemental 2,Bercheres As 1,529644,529644@lcfoot.fr,A.S. BERCHERES LES PIERRES,BERCHERES LES PIERRES,52 RUE DES CARRIERES 28630 BERCHERES LES PIERRES,"48,3822319","1,5575219",ALLARD MICHEL,52 RUE DES CARRIERES,,28630,BERCHERES LES PIERRES,Libre / Senior,Senior
Departemental 4,Bercheres As 2,529644,529644@lcfoot.fr,A.S. BERCHERES LES PIERRES,BERCHERES LES PIERRES,52 RUE DES CARRIERES 28630 BERCHERES LES PIERRES,"48,3822319","1,5575219",ALLARD MICHEL,52 RUE DES CARRIERES,,28630,BERCHERES LES PIERRES,Libre / Senior,Senior
U15 D3,Bercheres/Dammarie 1,529644,529644@lcfoot.fr,A.S. BERCHERES LES PIERRES,BERCHERES LES PIERRES,52 RUE DES CARRIERES 28630 BERCHERES LES PIERRES,"48,3822319","1,5575219",ALLARD MICHEL,52 RUE DES CARRIERES,,28630,BERCHERES LES PIERRES,Libre / U15 - U14,U15 (- 15 ans)
Criterium U13 D3,Bercheres/Dammarie 1,529644,529644@lcfoot.fr,A.S. BERCHERES LES PIERRES,BERCHERES LES PIERRES,52 RUE DES CARRIERES 28630 BERCHERES LES PIERRES,"48,3822319","1,5575219",ALLARD MICHEL,52 RUE DES CARRIERES,,28630,BERCHERES LES PIERRES,Libre / U13 - U12,U13 (- 13 ans)
Seniors F À 8,Beville Le Co 1,520136,520136@lcfoot.fr,BEVILLE S.,BEVILLE LE COMTE, 28700 BEVILLE LE COMTE,"48,435982","1,713317",MAIRIE,,,28700,BEVILLE LE COMTE,Libre / Senior F,Senior F
Departemental 3,Beville Le Comte 1,520136,520136@lcfoot.fr,BEVILLE S.,BEVILLE LE COMTE, 28700 BEVILLE LE COMTE,"48,435982","1,713317",MAIRIE,,,28700,BEVILLE LE COMTE,Libre / Senior,Senior
Veterans / 2ème Division,Beville Le Comte 1,520136,520136@lcfoot.fr,BEVILLE S.,BEVILLE LE COMTE, 28700 BEVILLE LE COMTE,"48,435982","1,713317",MAIRIE,,,28700,BEVILLE LE COMTE,Foot Loisir / Foot Loisir,Foot Loisir
Criterium U13 D3,Beville/Aun Ss Aun 1,520136,520136@lcfoot.fr,BEVILLE S.,BEVILLE LE COMTE, 28700 BEVILLE LE COMTE,"48,435982","1,713317",MAIRIE,,,28700,BEVILLE LE COMTE,Libre / U13 - U12,U13 (- 13 ans)
Criterium U11 Niveau 3,Beville/Aun Ss Aun 1,520136,520136@lcfoot.fr,BEVILLE S.,BEVILLE LE COMTE, 28700 BEVILLE LE COMTE,"48,435982","1,713317",MAIRIE,,,28700,BEVILLE LE COMTE,Libre / Football d'animation,U11 (- 11 ans)
Criterium U11 Niveau 3,Beville/Aun Ss Aun 2,520136,520136@lcfoot.fr,BEVILLE S.,BEVILLE LE COMTE, 28700 BEVILLE LE COMTE,"48,435982","1,713317",MAIRIE,,,28700,BEVILLE LE COMTE,Libre / Football d'animation,U11 (- 11 ans)
U15 D3,Beville/Aunay Ss Aun 1,520136,520136@lcfoot.fr,BEVILLE S.,BEVILLE LE COMTE, 28700 BEVILLE LE COMTE,"48,435982","1,713317",MAIRIE,,,28700,BEVILLE LE COMTE,Libre / U15 - U14,U15 (- 15 ans)
Departemental 1,U.S. Vallée Du Loir 1,581824,581824@lcfoot.fr,U. S. VALLÉE DU LOIR,BONNEVAL,19 Rue Saint Roch 28800 BONNEVAL,"48,1815448","1,3853332",,19 Rue Saint Roch,,28800,BONNEVAL,Libre / Senior,Senior
U15 D2,U.S. Vallée Du Loir 1,581824,581824@lcfoot.fr,U. S. VALLÉE DU LOIR,BONNEVAL,19 Rue Saint Roch 28800 BONNEVAL,"48,1815448","1,3853332",,19 Rue Saint Roch,,28800,BONNEVAL,Libre / U15 - U14,U15 (- 15 ans)
Criterium U13 D3,U.S. Vallée Du Loir 1,581824,581824@lcfoot.fr,U. S. VALLÉE DU LOIR,BONNEVAL,19 Rue Saint Roch 28800 BONNEVAL,"48,1815448","1,3853332",,19 Rue Saint Roch,,28800,BONNEVAL,Libre / U13 - U12,U13 (- 13 ans)
Criterium U11 Niveau 2,U.S. Vallée Du Loir 1,581824,581824@lcfoot.fr,U. S. VALLÉE DU LOIR,BONNEVAL,19 Rue Saint Roch 28800 BONNEVAL,"48,1815448","1,3853332",,19 Rue Saint Roch,,28800,BONNEVAL,Libre / Football d'animation,U11 (- 11 ans)
U11 Féminines,U.S. Vallée Du Loir 1,581824,581824@lcfoot.fr,U. S. VALLÉE DU LOIR,BONNEVAL,19 Rue Saint Roch 28800 BONNEVAL,"48,1815448","1,3853332",,19 Rue Saint Roch,,28800,BONNEVAL,Libre / Football d'animation F,U11 F (- 11 ans F)
Veterans / 2ème Division,U.S. Vallée Du Loir 1,581824,581824@lcfoot.fr,U. S. VALLÉE DU LOIR,BONNEVAL,19 Rue Saint Roch 28800 BONNEVAL,"48,1815448","1,3853332",,19 Rue Saint Roch,,28800,BONNEVAL,Foot Loisir / Foot Loisir,Foot Loisir
Departemental 3,U.S. Vallée Du Loir 2,581824,581824@lcfoot.fr,U. S. VALLÉE DU LOIR,BONNEVAL,19 Rue Saint Roch 28800 BONNEVAL,"48,1815448","1,3853332",,19 Rue Saint Roch,,28800,BONNEVAL,Libre / Senior,Senior
U15 À 8 /,U.S. Vallée Du Loir 2,581824,581824@lcfoot.fr,U. S. VALLÉE DU LOIR,BONNEVAL,19 Rue Saint Roch 28800 BONNEVAL,"48,1815448","1,3853332",,19 Rue Saint Roch,,28800,BONNEVAL,Libre / U15 - U14,U15 (- 15 ans)
Criterium U11 Niveau 3,U.S. Vallée Du Loir 2,581824,581824@lcfoot.fr,U. S. VALLÉE DU LOIR,BONNEVAL,19 Rue Saint Roch 28800 BONNEVAL,"48,1815448","1,3853332",,19 Rue Saint Roch,,28800,BONNEVAL,Libre / Football d'animation,U11 (- 11 ans)
U18 D2,U.S.V.L/Brou 1,581824,581824@lcfoot.fr,U. S. VALLÉE DU LOIR,BONNEVAL,19 Rue Saint Roch 28800 BONNEVAL,"48,1815448","1,3853332",,19 Rue Saint Roch,,28800,BONNEVAL,Libre / U19 - U18,U18 (- 18 ans)
U18 F À 8 Interdistrict,U.S.V.L/Log/Arr/Marb 1,581824,581824@lcfoot.fr,U. S. VALLÉE DU LOIR,BONNEVAL,19 Rue Saint Roch 28800 BONNEVAL,"48,1815448","1,3853332",,19 Rue Saint Roch,,28800,BONNEVAL,Libre / U18 F - U17 F - U16 F,U18 F (- 18 ans F)
Veterans 3ème Division,Boutigny 1,527559,527559@lcfoot.fr,A.S.C. BOUTIGNY PROUAIS,BOUTIGNY,4 RUE DU ROSAIRE 28410 BOUTIGNY PROUAIS,"48,7447007","1,5875145",MAIRIE,4 RUE DU ROSAIRE,,28410,BOUTIGNY PROUAIS,Foot Loisir / Foot Loisir,Foot Loisir
U15 D3,Brezolles 1,517344,517344@lcfoot.fr,U.S. BREZOLLES,BREZOLLES,1 RUE NOTRE DAME 28270 BREZOLLES,"48,6900917","1,0725298",MAIRIE,1 RUE NOTRE DAME,,28270,BREZOLLES,Libre / U15 - U14,U15 (- 15 ans)
Departemental 3,Brezolles Us 1,517344,517344@lcfoot.fr,U.S. BREZOLLES,BREZOLLES,1 RUE NOTRE DAME 28270 BREZOLLES,"48,6900917","1,0725298",MAIRIE,1 RUE NOTRE DAME,,28270,BREZOLLES,Libre / Senior,Senior
Criterium U13 D3,Brezolles Us 1,517344,517344@lcfoot.fr,U.S. BREZOLLES,BREZOLLES,1 RUE NOTRE DAME 28270 BREZOLLES,"48,6900917","1,0725298",MAIRIE,1 RUE NOTRE DAME,,28270,BREZOLLES,Libre / U13 - U12,U13 (- 13 ans)
Criterium U11 Niveau 3,Brezolles Us 1,517344,517344@lcfoot.fr,U.S. BREZOLLES,BREZOLLES,1 RUE NOTRE DAME 28270 BREZOLLES,"48,6900917","1,0725298",MAIRIE,1 RUE NOTRE DAME,,28270,BREZOLLES,Libre / Football d'animation,U11 (- 11 ans)
Veterans 3ème Division,Brezolles Us 1,517344,517344@lcfoot.fr,U.S. BREZOLLES,BREZOLLES,1 RUE NOTRE DAME 28270 BREZOLLES,"48,6900917","1,0725298",MAIRIE,1 RUE NOTRE DAME,,28270,BREZOLLES,Foot Loisir / Foot Loisir,Foot Loisir
U18 D2,Brezolles/Ferte/Seno 1,517344,517344@lcfoot.fr,U.S. BREZOLLES,BREZOLLES,1 RUE NOTRE DAME 28270 BREZOLLES,"48,6900917","1,0725298",MAIRIE,1 RUE NOTRE DAME,,28270,BREZOLLES,Libre / U19 - U18,U18 (- 18 ans)
Departemental 1,Brou Etoile 1,505090,505090@lcfoot.fr,ET. BROU,BROU, 28160 BROU,"48,211341","1,166094",HOTEL DE VILLE,,,28160,BROU,Libre / Senior,Senior
Veterans 3ème Division,Brou Etoile 1,505090,505090@lcfoot.fr,ET. BROU,BROU, 28160 BROU,"48,211341","1,166094",HOTEL DE VILLE,,,28160,BROU,Foot Loisir / Foot Loisir,Foot Loisir
Departemental 3,Brou Etoile 2,505090,505090@lcfoot.fr,ET. BROU,BROU, 28160 BROU,"48,211341","1,166094",HOTEL DE VILLE,,,28160,BROU,Libre / Senior,Senior
U15 D3,Brou/Dan/Arr/Mar/Log 1,505090,505090@lcfoot.fr,ET. BROU,BROU, 28160 BROU,"48,211341","1,166094",HOTEL DE VILLE,,,28160,BROU,Libre / U15 - U14,U15 (- 15 ans)
Criterium U11 Niveau 2,Brou/Dangeau 1,505090,505090@lcfoot.fr,ET. BROU,BROU, 28160 BROU,"48,211341","1,166094",HOTEL DE VILLE,,,28160,BROU,Libre / Football d'animation,U11 (- 11 ans)
Criterium U11 Niveau 3,Brou/Dangeau 2,505090,505090@lcfoot.fr,ET. BROU,BROU, 28160 BROU,"48,211341","1,166094",HOTEL DE VILLE,,,28160,BROU,Libre / Football d'animation,U11 (- 11 ans)
Criterium U13 D3,Ent. Brou/Dangeau 1,505090,505090@lcfoot.fr,ET. BROU,BROU, 28160 BROU,"48,211341","1,166094",HOTEL DE VILLE,,,28160,BROU,Libre / U13 - U12,U13 (- 13 ans)
Departemental 3,R.C.B.A. 1,560503,560503@lcfoot.fr,RACING CLUB BÛ ABONDANT,BU,Place des Halles 28410 BU,"48,7969066","1,4931197",Mairie de Bû - ,Place des Halles,,28410,BU,Libre / Senior,Senior
U18 D2,R.C.B.A. 1,560503,560503@lcfoot.fr,RACING CLUB BÛ ABONDANT,BU,Place des Halles 28410 BU,"48,7969066","1,4931197",Mairie de Bû - Place des Halles,Place des Halles,,28410,BU,Libre / U19 - U18,U18 (- 18 ans)
U15 D2,R.C.B.A. 1,560503,560503@lcfoot.fr,RACING CLUB BÛ ABONDANT,BU,Place des Halles 28410 BU,"48,7969066","1,4931197",Mairie de Bû - Place des Halles,Place des Halles,,28410,BU,Libre / U15 - U14,U15 (- 15 ans)
Criterium U13 D3,R.C.B.A. 1,560503,560503@lcfoot.fr,RACING CLUB BÛ ABONDANT,BU,Place des Halles 28410 BU,"48,7969066","1,4931197",Mairie de Bû - Place des Halles,Place des Halles,,28410,BU,Libre / U13 - U12,U13 (- 13 ans)
Criterium U11 Niveau 3,R.C.B.A. 1,560503,560503@lcfoot.fr,RACING CLUB BÛ ABONDANT,BU,Place des Halles 28410 BU,"48,7969066","1,4931197",Mairie de Bû - Place des Halles,Place des Halles,,28410,BU,Libre / Football d'animation,U11 (- 11 ans)
U11 Féminines,R.C.B.A. 1,560503,560503@lcfoot.fr,RACING CLUB BÛ ABONDANT,BU,Place des Halles 28410 BU,"48,7969066","1,4931197",Mairie de Bû - Place des Halles,Place des Halles,,28410,BU,Libre / Football d'animation F,U11 F (- 11 ans F)
Veterans / 2ème Division,R.C.B.A. 1,560503,560503@lcfoot.fr,RACING CLUB BÛ ABONDANT,BU,Place des Halles 28410 BU,"48,7969066","1,4931197",Mairie de Bû - Place des Halles,Place des Halles,,28410,BU,Foot Loisir / Foot Loisir,Foot Loisir
Departemental 4,R.C.B.A. 2,560503,560503@lcfoot.fr,RACING CLUB BÛ ABONDANT,BU,Place des Halles 28410 BU,"48,7969066","1,4931197",Mairie de Bû - Place des Halles,Place des Halles,,28410,BU,Libre / Senior,Senior
Departemental 1,Champhol F J 1,520961,520961@lcfoot.fr,FOY.J. CHAMPHOL,CHAMPHOL,15 RUE DE LA MAIRIE 28300 CHAMPHOL,"48,4690043","1,4998646",MAIRIE,15 RUE DE LA MAIRIE,,28300,CHAMPHOL,Libre / Senior,Senior
Criterium U11 Niveau 3,Champhol F J 1,520961,520961@lcfoot.fr,FOY.J. CHAMPHOL,CHAMPHOL,15 RUE DE LA MAIRIE 28300 CHAMPHOL,"48,4690043","1,4998646",MAIRIE,15 RUE DE LA MAIRIE,,28300,CHAMPHOL,Libre / Football d'animation,U11 (- 11 ans)
Veterans / 2ème Division,Champhol F J 1,520961,520961@lcfoot.fr,FOY.J. CHAMPHOL,CHAMPHOL,15 RUE DE LA MAIRIE 28300 CHAMPHOL,"48,4690043","1,4998646",MAIRIE,15 RUE DE LA MAIRIE,,28300,CHAMPHOL,Foot Loisir / Foot Loisir,Foot Loisir
Departemental 4,Champhol F J 2,520961,520961@lcfoot.fr,FOY.J. CHAMPHOL,CHAMPHOL,15 RUE DE LA MAIRIE 28300 CHAMPHOL,"48,4690043","1,4998646",MAIRIE,15 RUE DE LA MAIRIE,,28300,CHAMPHOL,Libre / Senior,Senior
Criterium U11 Niveau 3,Champhol F J 2,520961,520961@lcfoot.fr,FOY.J. CHAMPHOL,CHAMPHOL,15 RUE DE LA MAIRIE 28300 CHAMPHOL,"48,4690043","1,4998646",MAIRIE,15 RUE DE LA MAIRIE,,28300,CHAMPHOL,Libre / Football d'animation,U11 (- 11 ans)
Departemental 3,Chartres Msd 1,529043,529043@lcfoot.fr,A. MADELEINE SP. DETEN. CHARTRES,CHARTRES,21 PLACE ST LOUIS 28000 CHARTRES,"48,4463501","1,5174153",,21 PLACE ST LOUIS,,28000,CHARTRES,Libre / Senior,Senior
U18 D2,Chartres Msd 1,529043,529043@lcfoot.fr,A. MADELEINE SP. DETEN. CHARTRES,CHARTRES,21 PLACE ST LOUIS 28000 CHARTRES,"48,4463501","1,5174153",,21 PLACE ST LOUIS,,28000,CHARTRES,Libre / U19 - U18,U18 (- 18 ans)
U15 D3,Chartres Msd 1,529043,529043@lcfoot.fr,A. MADELEINE SP. DETEN. CHARTRES,CHARTRES,21 PLACE ST LOUIS 28000 CHARTRES,"48,4463501","1,5174153",,21 PLACE ST LOUIS,,28000,CHARTRES,Libre / U15 - U14,U15 (- 15 ans)
Criterium U11 Niveau 3,Chartres Msd 1,529043,529043@lcfoot.fr,A. MADELEINE SP. DETEN. CHARTRES,CHARTRES,21 PLACE ST LOUIS 28000 CHARTRES,"48,4463501","1,5174153",,21 PLACE ST LOUIS,,28000,CHARTRES,Libre / Football d'animation,U11 (- 11 ans)
Veterans / 1ère Division,Chartres Msd 1,529043,529043@lcfoot.fr,A. MADELEINE SP. DETEN. CHARTRES,CHARTRES,21 PLACE ST LOUIS 28000 CHARTRES,"48,4463501","1,5174153",,21 PLACE ST LOUIS,,28000,CHARTRES,Foot Loisir / Foot Loisir,Foot Loisir
Departemental 4,Chartres Msd 2,529043,529043@lcfoot.fr,A. MADELEINE SP. DETEN. CHARTRES,CHARTRES,21 PLACE ST LOUIS 28000 CHARTRES,"48,4463501","1,5174153",,21 PLACE ST LOUIS,,28000,CHARTRES,Libre / Senior,Senior
Criterium U13 D3,Nog.Phaye/Ch. Msd 1,529043,529043@lcfoot.fr,A. MADELEINE SP. DETEN. CHARTRES,CHARTRES,21 PLACE ST LOUIS 28000 CHARTRES,"48,4463501","1,5174153",,21 PLACE ST LOUIS,,28000,CHARTRES,Libre / U13 - U12,U13 (- 13 ans)
Departemental 4,As Rechevres 1,560241,560241@lcfoot.fr,AS RECHÈVRES,CHARTRES,7 Place des Fondeurs 28000 CHARTRES,"48,4524162","1,4917498",,7 Place des Fondeurs,,28000,CHARTRES,Libre / Senior,Senior
Veterans 3ème Division,Chartres Avenir 1,552390,552390@lcfoot.fr,AVENIRS DIVERS CHARTRAINS,CHARTRES,31 RUE DE BRETIGNY 28000 CHARTRES,"48,4401809","1,5058367",,31 RUE DE BRETIGNY,,28000,CHARTRES,Foot Loisir / Foot Loisir,Foot Loisir
U14 R1,C' Chartres F. 14,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / U15 - U14,U14 (- 14 ans)
U14 R2,C' Chartres F. 2,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / U15 - U14,U14 (- 14 ans)
Criterium U11 Niveau 3,C'C.F U13f 7,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / Football d'animation,U11 (- 11 ans)
N2,C'C.F. 1,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / Senior,Senior
Regional 1 Feminin,C'C.F. 1,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / Senior F,Senior F
U18 R1 Feminin,C'C.F. 1,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / U18 F - U17 F - U16 F,U18 F (- 18 ans F)
U17 D1,C'C.F. 1,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / U17 - U16,U17 (- 17 ans)
U15 R1,C'C.F. 1,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / U15 - U14,U15 (- 15 ans)
U15 R1 Feminin,C'C.F. 1,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / U15 F - U14 F,U15 F (- 15 ans F)
Critérium U13 Ligue,C'C.F. 1,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / U13 - U12,U13 (- 13 ans)
Regional 1 Futsal Toshiba,C'C.F. 1,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Futsal / Senior,Senior
U18 R1 Futsal,C'C.F. 1,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Futsal / U19 - U18,U18 (- 18 ans)
Criterium U11 Niveau  1,C'C.F. 1,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / Football d'animation,U11 (- 11 ans)
U11 Féminines,C'C.F. 1,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / Football d'animation F,U11 F (- 11 ans F)
Veterans 3ème Division,C'C.F. 1,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Foot Loisir / Foot Loisir,Foot Loisir
Criterium U12 D1,C'C.F. 12,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / U13 - U12,U12 (- 12 ans)
U16 R1,C'C.F. 16,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / U17 - U16,U16 (- 16 ans)
U18 R1,C'C.F. 18,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / U19 - U18,U18 (- 18 ans)
N3,C'C.F. 2,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / Senior,Senior
U18 D1,C'C.F. 2,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / U19 - U18,U18 (- 18 ans)
U16 R2,C'C.F. 2,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / U17 - U16,U16 (- 16 ans)
Criterium U13 D1,C'C.F. 2,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / U13 - U12,U13 (- 13 ans)
Seniors Futsal,C'C.F. 2,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Futsal / Senior,Senior
Criterium U11 Niveau 2,C'C.F. 2,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / Football d'animation,U11 (- 11 ans)
U11 Féminines,C'C.F. 2,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / Football d'animation F,U11 F (- 11 ans F)
Regional 1,C'C.F. 3,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / Senior,Senior
U15 D1,C'C.F. 3,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / U15 - U14,U15 (- 15 ans)
Criterium U13 D2,C'C.F. 3,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / U13 - U12,U13 (- 13 ans)
Criterium U11 Niveau 2,C'C.F. 3,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / Football d'animation,U11 (- 11 ans)
U11 Féminines,C'C.F. 3,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / Football d'animation F,U11 F (- 11 ans F)
Regional 3,C'C.F. 4,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / Senior,Senior
Criterium U11 Niveau 3,C'C.F. 4,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / Football d'animation,U11 (- 11 ans)
U11 Féminines,C'C.F. 4,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / Football d'animation F,U11 F (- 11 ans F)
Criterium U13 D3,C'C.F. 5,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / U13 - U12,U13 (- 13 ans)
Criterium U11 Niveau 3,C'C.F. 5,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / Football d'animation,U11 (- 11 ans)
Criterium U13 D3,C'C.F. 6,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / U13 - U12,U13 (- 13 ans)
Criterium U11 Niveau 3,C'C.F. 6,582560,582560@lcfoot.fr,C'CHARTRES FOOTBALL,CHARTRES,3 BIS RUE JEAN MONNET 28000 CHARTRES,"48,4498764","1,503724",,3 BIS RUE JEAN MONNET,,28000,CHARTRES,Libre / Football d'animation,U11 (- 11 ans)
Departemental 2,Chartres Canp 1,529647,529647@lcfoot.fr,CTE A NLE PORTUGAISE CHARTRES,CHARTRES,1 RUE ST.MARTIN DU VAL 28000 CHARTRES,"48,4370774","1,4932223",,1 RUE ST.MARTIN DU VAL,,28000,CHARTRES,Libre / Senior,Senior
